category,rank,pmid,pmcid,doi,title,authors_first,journal,year,pub_types,is_open_access,in_pmc,license,cited_by,abstract_snippet,europepmc_url,query
public_us_datasets,14,42401626,,10.1038/s41597-026-07715-0,A Pulmonary Ultrasound Dataset for Tumor Segmentation and Classification,Jiang T,Scientific data,2026,Journal Article,N,N,,0,"Pulmonary tumor diagnosis with ultrasound is clinically valuable yet technically challenging. Although deep learning has shown promise in supporting sonographers, progress is hindered by the lack of publicly available, high-quality annotated datasets. Given the limited clinical adoption of pulmonary ultrasound for differentiating benign and malignant tumors, publicly available datasets for AI rese",https://europepmc.org/article/MED/42401626,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,15,,,10.21203/rs.3.rs-9477723/v1,Unified Review and Benchmark of Deep Segmentation Architectures for Cardiac Ultrasound on CAMUS,Ullah Z,,2026,Preprint,N,N,cc by,0,"<title>Abstract</title> <p>Accurate cardiac chamber segmentation is essential for reliable estimation of left-ventricular (LV) volumes and ejection fraction (EF), yet reported performance varies widely across architectures and preprocessing choices. While several review papers summarize cardiac imaging and DL advances, few works connect this overview to a unified and reproducible experimental benc",,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,16,,,10.21203/rs.3.rs-9750461/v1,BiElast-CTS: A Paired B-Mode and Elastography Ultrasound Dataset with Median Nerve Segmentation Masks for Carpal Tunnel Syndrome Diagnosis,Mohebbi A,,2026,Preprint,N,N,,0,"<title>Abstract</title> <p>Carpal tunnel syndrome (CTS) remains the most common peripheral nerve compression disorder, yet early diagnosis remains challenging using conventional ultrasound alone. We introduce BiElast-CTS (Bimodal Imaging: B-mode and Elastography for Longitudinal Assessment of Significant Tissue – Carpal Tunnel Syndrome), a comprehensive multimodal ultrasound dataset designed to ad",,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,17,41852453,PMC12992070,10.1016/j.lansea.2026.100737,Multiple instance learning approach for automated gallbladder cancer detection using ultrasound imaging: multi-center validation of a deep learning model with the public dataset contribution,Gupta P,The Lancet regional health. Southeast Asia,2026,research-article|Journal Article,Y,Y,cc by-nc-nd,0,<h4>Background</h4>Gallbladder cancer (GBC) diagnosis is challenging due to overlapping imaging features. We developed and validated a multiple instance learning (MIL) model for automated GBC detection using a large-scale multi-center ultrasound dataset and benchmarked it against state-of-the-art architectures.<h4>Methods</h4>This was a retrospective and prospective multi-center cohort study. We t,https://europepmc.org/article/MED/41852453,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,18,,,,IQ-UltraRecon: Demodulated IQ ultrasound dataset of human hand and arm tissue for deep learning-based reconstruction,Salehin I,Data in Brief,2025,Journal Article,N,N,,0,"This dataset presents demodulated in-phase (I) and quadrature (Q) ultrasound data collected from the human hand and forearm using a Verasonics Vantage 64LE system with an L11–5v linear array transducer. A total of 48 .mat files have been acquired from healthy adult subjects, yielding 4800 data samples. The dataset comprises both single-angle and multi-angle acquisitions, indicated in the filenames",,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,19,41492545,PMC12765247,10.1016/j.dib.2025.112346,PFUS1: Premier pelvic floor ultrasound segmentation dataset. A resource for advancing research,Solís-Martín D,Data in brief,2026,data-paper|Journal Article,Y,Y,cc by-nc,0,This article presents a curated dataset of transperineal pelvic floor ultrasound videos collected from 111 patients in a clinical setting using a Canon i700 Aplio® ultrasound system with a PVT-675 MV 3D probe. Each video captures the midsagittal view of pelvic floor organs at rest and during the Valsalva maneuver. Eight anatomical structures were manually annotated by an expert sonographer using t,https://europepmc.org/article/MED/41492545,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,20,41297151,,10.1016/j.artmed.2025.103317,A labeled ophthalmic ultrasound dataset with medical report generation based on cross-modal deep learning,Wang J,Artificial intelligence in medicine,2026,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,0,"Ultrasound imaging reveals eye morphology and aids in diagnosing and treating eye diseases. However, interpreting diagnostic reports requires specialized physicians. We present a labeled ophthalmic dataset for the precise analysis and the automated exploration of medical images along with their associated reports. It collects three modal data, including the ultrasound images, blood flow informatio",https://europepmc.org/article/MED/41297151,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,21,41284028,,10.1007/s00261-025-05309-9,Deep learning for non-invasive detection of steatosis and fibrosis in MASLD: a multicenter study with a new fibroscan-labelled ultrasound dataset,Bose K,Abdominal radiology (New York),2026,Multicenter Study|Journal Article,N,N,,0,"<h4>Purpose</h4>This study aimed to develop and validate deep learning models for non-invasive assessment of hepatic steatosis and fibrosis using conventional B-mode ultrasound images, with Fibroscan-derived measurement as reference standard.<h4>Methods</h4>We utilized a multi-source approach comprising three distinct ultrasound datasets of patients with MASLD: a private clinical dataset (DS1, n =",https://europepmc.org/article/MED/41284028,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,22,41079693,PMC12510057,10.1016/j.dib.2025.112083,DeepUS-ReconSeg: A multi-angle paired B-mode Ultrasound dataset for medical imaging reconstruction and segmentation,Salehin I,Data in brief,2025,data-paper|Journal Article,Y,Y,cc by-nc,0,"This article presents a curated dataset of 4,200 B-mode ultrasound images of human forearms, intended for use in deep learning-based image reconstruction and segmentation tasks. Data have been collected using the Verasonics Vantage 64LE system equipped with an L11-5v linear array transducer, known for its high spatial resolution. Each scanning session captures 100 frames per orientation across bot",https://europepmc.org/article/MED/41079693,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,23,41006445,PMC12475011,10.1038/s41598-025-16275-z,A novel open-source ultrasound dataset with deep learning benchmarks for spinal cord injury localization and anatomical segmentation,Kumar A,Scientific reports,2025,research-article|Journal Article,Y,Y,cc by-nc-nd,0,"While deep learning has catalyzed breakthroughs across numerous domains, its broader adoption in clinical settings is inhibited by the costly and time-intensive nature of data acquisition and annotation. To further facilitate medical machine learning, we present an ultrasound dataset of 10,223 brightness-mode (B-mode) images consisting of sagittal slices of porcine spinal cords (N = 25) before and",https://europepmc.org/article/MED/41006445,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,24,40955410,PMC12433463,10.1016/j.dib.2025.112001,IQ-UltraRecon: Demodulated IQ ultrasound dataset of human hand and arm tissue for deep learning-based reconstruction,Salehin I,Data in brief,2025,data-paper|Journal Article,Y,Y,cc by-nc,0,"This dataset presents demodulated in-phase <i>(I)</i> and quadrature <i>(Q)</i> ultrasound data collected from the human hand and forearm using a Verasonics Vantage 64LE system with an L11-5v linear array transducer. A total of 48 .mat files have been acquired from healthy adult subjects, yielding 4800 data samples. The dataset comprises both single-angle and multi-angle acquisitions, indicated in",https://europepmc.org/article/MED/40955410,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
public_us_datasets,25,,,10.1101/2022.03.29.485482,"Large scale  <i>in vivo</i>  acquisition, segmentation, and 3D reconstruction of cortical vasculature using open-source functional ultrasound imaging platform",Strumane A,,2022,Preprint,N,N,,0,"The brain is composed of a dense and ramified vascular network comprising various sizes of arteries, veins, and capillaries. One way to assess the risk of cerebrovascular pathologies is to use computational models to predict the physiological effects of a reduction of blood supply and correlate these responses with observations of brain damage. Therefore, it is crucial to establish a detailed 3D o",,"(TITLE:ultrasound) AND (TITLE:dataset OR TITLE:""open-source"" OR TITLE:benchmark) AND (TITLE:segmentation OR TITLE:""deep learning"" OR TITLE:annotated)"
domain_shift_medical_imaging,1,34606445,PMC9011180,10.1109/tbme.2021.3117407,Domain Adaptation for Medical Image Analysis: A Survey,Guan H,IEEE transactions on bio-medical engineering,2022,"research-article|Review|Journal Article|Research Support, N.I.H., Extramural",N,Y,,348,"Machine learning techniques used in computer-aided medical image analysis usually suffer from the domain shift problem caused by different distributions between source/reference data and target data. As a promising solution, domain adaptation has attracted considerable attention in recent years. The aim of this paper is to survey the recent advances of domain adaptation methods in medical image an",https://europepmc.org/article/MED/34606445,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,3,36417741,,10.1109/tmi.2022.3224067,Causality-Inspired Single-Source Domain Generalization for Medical Image Segmentation,Ouyang C,IEEE transactions on medical imaging,2023,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,61,"Deep learning models usually suffer from the domain shift issue, where models trained on one source domain do not generalize well to other unseen domains. In this work, we investigate the single-source domain generalization problem: training a deep network that is robust to unseen domains, under the condition that training data are only available from one source domain, which is common in medical ",https://europepmc.org/article/MED/36417741,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,4,34564904,PMC8844038,10.1002/jmri.27908,Deep Generative Medical Image Harmonization for Improving Cross-Site Generalization in Deep Learning Predictors,Bashyam VM,Journal of magnetic resonance imaging : JMRI,2022,"Research Support, N.I.H., Intramural|Research Support, Non-U.S. Gov't|research-article|Journal Article|Research Support, N.I.H., Extramural",N,Y,,52,"<h4>Background</h4>In the medical imaging domain, deep learning-based methods have yet to see widespread clinical adoption, in part due to limited generalization performance across different imaging devices and acquisition protocols. The deviation between estimated brain age and biological age is an established biomarker of brain health and such models may benefit from increased cross-site general",https://europepmc.org/article/MED/34564904,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,5,35461016,,10.1016/j.media.2022.102457,Source free domain adaptation for medical image segmentation with fourier style mining,Yang C,Medical image analysis,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,36,"Unsupervised domain adaptation (UDA) aims to exploit the knowledge learned from a labeled source dataset to solve similar tasks in a new unlabeled target domain. Existing UDA techniques typically assume that samples from source and target domains are freely accessible during the training. However, it may be impractical to access source images due to privacy concerns, especially in medical imaging ",https://europepmc.org/article/MED/35461016,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,6,35853072,,10.1109/tmi.2022.3192303,Unsupervised Domain Adaptation for Medical Image Segmentation by Disentanglement Learning and Self-Training,Xie Q,IEEE transactions on medical imaging,2024,Journal Article,N,N,,35,"Unsupervised domain adaption (UDA), which aims to enhance the segmentation performance of deep models on unlabeled data, has recently drawn much attention. In this paper, we propose a novel UDA method (namely DLaST) for medical image segmentation via disentanglement learning and self-training. Disentanglement learning factorizes an image into domain-invariant anatomy and domain-specific modality c",https://europepmc.org/article/MED/35853072,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,7,26237652,PMC4740254,10.3109/02699206.2015.1052563,Limited acquisition and generalisation of rhotics with ultrasound visual feedback in childhood apraxia,Preston JL,Clinical linguistics & phonetics,2016,"research-article|Journal Article|Research Support, N.I.H., Extramural",N,Y,,31,Ultrasound visual feedback of the tongue is one treatment option for individuals with persisting speech sound errors. This study evaluated children's performance during acquisition and generalisation of American English rhotics using ultrasound feedback. Three children aged 10-13 with persisting speech sound errors associated with childhood apraxia of speech (CAS) were treated for 14 one-hour sess,https://europepmc.org/article/MED/26237652,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,8,36227829,,10.1109/tmi.2022.3214766,LE-UDA: Label-Efficient Unsupervised Domain Adaptation for Medical Image Segmentation,Zhao Z,IEEE transactions on medical imaging,2023,Journal Article,N,N,,28,"While deep learning methods hitherto have achieved considerable success in medical image segmentation, they are still hampered by two limitations: (i) reliance on large-scale well-labeled datasets, which are difficult to curate due to the expert-driven and time-consuming nature of pixel-level annotations in clinical practices, and (ii) failure to generalize from one domain to another, especially w",https://europepmc.org/article/MED/36227829,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,9,36155434,,10.1109/tmi.2022.3210133,Domain and Content Adaptive Convolution Based Multi-Source Domain Generalization for Medical Image Segmentation,Hu S,IEEE transactions on medical imaging,2023,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,27,"The domain gap caused mainly by variable medical image quality renders a major obstacle on the path between training a segmentation model in the lab and applying the trained model to unseen clinical data. To address this issue, domain generalization methods have been proposed, which however usually use static convolutions and are less flexible. In this paper, we propose a multi-source domain gener",https://europepmc.org/article/MED/36155434,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,10,35324451,,10.1109/jbhi.2022.3162118,A Novel 3D Unsupervised Domain Adaptation Framework for Cross-Modality Medical Image Segmentation,Yao K,IEEE journal of biomedical and health informatics,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,25,"We consider the problem of volumetric (3D) unsupervised domain adaptation (UDA) in cross-modality medical image segmentation, aiming to perform segmentation on the unannotated target domain (e.g. MRI) with the help of labeled source domain (e.g. CT). Previous UDA methods in medical image analysis usually suffer from two challenges: 1) they focus on processing and analyzing data at 2D level only, t",https://europepmc.org/article/MED/35324451,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,11,34990372,,10.1109/jbhi.2022.3140853,Margin Preserving Self-Paced Contrastive Learning Towards Domain Adaptation for Medical Image Segmentation,Liu Z,IEEE journal of biomedical and health informatics,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,22,"To bridge the gap between the source and target domains in unsupervised domain adaptation (UDA), the most common strategy puts focus on matching the marginal distributions in the feature space through adversarial learning. However, such category-agnostic global alignment lacks of exploiting the class-level joint distributions, causing the aligned distribution less discriminative. To address this i",https://europepmc.org/article/MED/34990372,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,12,27973322,PMC5392178,10.1016/j.jcomdis.2016.10.003,"Acquisition, retention, and generalization of rhotics with and without ultrasound visual feedback",Sjolie GM,Journal of communication disorders,2016,research-article|Journal Article,N,Y,,22,"<h4>Purpose</h4>The purpose was to provide a preliminary within-participant comparison of speech therapy with and without exposure to ultrasound visual feedback for postvocalic rhotics (/r/- colored vowels). Effects of the two treatments on acquisition, retention, and generalization were explored. It was hypothesized that treatment with ultrasound would facilitate acquisition but hinder retention ",https://europepmc.org/article/MED/27973322,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,13,37738202,,10.1109/tmi.2023.3318364,UPL-SFDA: Uncertainty-Aware Pseudo Label Guided Source-Free Domain Adaptation for Medical Image Segmentation,Wu J,IEEE transactions on medical imaging,2023,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,19,"Domain Adaptation (DA) is important for deep learning-based medical image segmentation models to deal with testing images from a new target domain. As the source-domain data are usually unavailable when a trained model is deployed at a new center, Source-Free Domain Adaptation (SFDA) is appealing for data and annotation-efficient adaptation to the target domain. However, existing SFDA methods have",https://europepmc.org/article/MED/37738202,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,14,39427426,,10.1016/j.compbiomed.2024.109256,A systematic review of generalization research in medical image classification,Matta S,Computers in biology and medicine,2024,"Research Support, Non-U.S. Gov't|Systematic Review|Journal Article",N,N,cc by,17,"Numerous Deep Learning (DL) classification models have been developed for a large spectrum of medical image analysis applications, which promises to reshape various facets of medical practice. Despite early advances in DL model validation and implementation, which encourage healthcare institutions to adopt them, a fundamental questions remain: how can these models effectively handle domain shift? ",https://europepmc.org/article/MED/39427426,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,15,37590107,,10.1109/tmi.2023.3306105,FVP: Fourier Visual Prompting for Source-Free Unsupervised Domain Adaptation of Medical Image Segmentation,Wang Y,IEEE transactions on medical imaging,2023,Journal Article,N,N,,17,Medical image segmentation methods normally perform poorly when there is a domain shift between training and testing data. Unsupervised Domain Adaptation (UDA) addresses the domain shift problem by training the model using both labeled data from the source domain and unlabeled data from the target domain. Source-Free UDA (SFUDA) was recently proposed for UDA without requiring the source data durin,https://europepmc.org/article/MED/37590107,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,16,36148705,PMC10161676,10.1016/j.media.2022.102620,Domain generalization for prostate segmentation in transrectal ultrasound images: A multi-center study,Vesal S,Medical image analysis,2022,"Research Support, Non-U.S. Gov't|research-article|Multicenter Study|Journal Article|Research Support, N.I.H., Extramural",N,Y,,17,"Prostate biopsy and image-guided treatment procedures are often performed under the guidance of ultrasound fused with magnetic resonance images (MRI). Accurate image fusion relies on accurate segmentation of the prostate on ultrasound images. Yet, the reduced signal-to-noise ratio and artifacts (e.g., speckle and shadowing) in ultrasound images limit the performance of automated prostate segmentat",https://europepmc.org/article/MED/36148705,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,17,36179379,,10.1016/j.media.2022.102623,Rethinking adversarial domain adaptation: Orthogonal decomposition for unsupervised domain adaptation in medical image segmentation,Sun Y,Medical image analysis,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,15,"Medical image segmentation methods based on deep learning have made remarkable progress. However, such existing methods are sensitive to data distribution. Therefore, slight domain shifts will cause a decline of performance in practical applications. To relieve this problem, many domain adaptation methods learn domain-invariant representations by alignment or adversarial training whereas ignoring ",https://europepmc.org/article/MED/36179379,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,18,36115099,,10.1016/j.media.2022.102614,Multilevel structure-preserved GAN for domain adaptation in intravascular ultrasound analysis,Xia M,Medical image analysis,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,15,"The poor generalizability of intravascular ultrasound (IVUS) analysis methods caused by the great diversity of IVUS datasets is hopefully addressed by the domain adaptation strategy. However, existing domain adaptation models underperform in intravascular structural preservation, because of the complex pathology and low contrast in IVUS images. Losing structural information during the domain adapt",https://europepmc.org/article/MED/36115099,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,19,36755050,PMC9908915,10.1038/s41598-023-29105-x,Multi-centre deep learning for placenta segmentation in obstetric ultrasound with multi-observer and cross-country generalization,Andreasen LA,Scientific reports,2023,"Research Support, Non-U.S. Gov't|research-article|Journal Article",Y,Y,cc by,14,"The placenta is crucial to fetal well-being and it plays a significant role in the pathogenesis of hypertensive pregnancy disorders. Moreover, a timely diagnosis of placenta previa may save lives. Ultrasound is the primary imaging modality in pregnancy, but high-quality imaging depends on the access to equipment and staff, which is not possible in all settings. Convolutional neural networks may he",https://europepmc.org/article/MED/36755050,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,20,34843432,,10.1109/tmi.2021.3131245,Domain Adaptation Meets Zero-Shot Learning: An Annotation-Efficient Approach to Multi-Modality Medical Image Segmentation,Bian C,IEEE transactions on medical imaging,2022,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,14,"Due to the lack of properly annotated medical data, exploring the generalization capability of the deep model is becoming a public concern. Zero-shot learning (ZSL) has emerged in recent years to equip the deep model with the ability to recognize unseen classes. However, existing studies mainly focus on natural images, which utilize linguistic models to extract auxiliary information for ZSL. It is",https://europepmc.org/article/MED/34843432,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,21,34133034,,10.1002/jum.15765,Deep Learning Pitfall: Impact of Novel Ultrasound Equipment Introduction on Algorithm Performance and the Realities of Domain Adaptation,Blaivas M,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,2022,Journal Article,N,N,,14,<h4>Objectives</h4>To test deep learning (DL) algorithm performance repercussions by introducing novel ultrasound equipment into a clinical setting.<h4>Methods</h4>Researchers introduced prospectively obtained inferior vena cava (IVC) videos from a similar patient population using novel ultrasound equipment to challenge a previously validated DL algorithm (trained on a common point of care ultraso,https://europepmc.org/article/MED/34133034,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,22,27035487,,10.1016/j.media.2016.02.005,Supervised domain adaptation of decision forests: Transfer of models trained in vitro for in vivo intravascular ultrasound tissue characterization,Conjeti S,Medical image analysis,2016,Validation Study|Journal Article,N,N,,14,"In this paper, we propose a supervised domain adaptation (DA) framework for adapting decision forests in the presence of distribution shift between training (source) and testing (target) domains, given few labeled examples. We introduce a novel method for DA through an error-correcting hierarchical transfer relaxation scheme with domain alignment, feature normalization, and leaf posterior reweight",https://europepmc.org/article/MED/27035487,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,23,34464837,,10.1016/j.media.2021.102214,S-CUDA: Self-cleansing unsupervised domain adaptation for medical image segmentation,Liu L,Medical image analysis,2021,"Research Support, Non-U.S. Gov't|Journal Article",N,N,cc by,11,"Medical image segmentation tasks hitherto have achieved excellent progresses with large-scale datasets, which empowers us to train potent deep convolutional neural networks (DCNNs). However, labeling such large-scale datasets is laborious and error-prone, which leads the noisy (or incorrect) labels to be an ubiquitous problem in the real-world scenarios. In addition, data collected from different ",https://europepmc.org/article/MED/34464837,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,24,24505743,,10.1007/978-3-642-40760-4_7,Learning without labeling: domain adaptation for ultrasound transducer localization,Heimann T,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,2013,Journal Article,N,N,,11,"The fusion of image data from trans-esophageal echography (TEE) and X-ray fluoroscopy is attracting increasing interest in minimally-invasive treatment of structural heart disease. In order to calculate the needed transform between both imaging systems, we employ a discriminative learning based approach to localize the TEE transducer in X-ray images. Instead of time-consuming manual labeling, we g",https://europepmc.org/article/MED/24505743,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
domain_shift_medical_imaging,25,39032395,,10.1016/j.media.2024.103275,Dual domain distribution disruption with semantics preservation: Unsupervised domain adaptation for medical image segmentation,Zheng B,Medical image analysis,2024,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,10,"Recent unsupervised domain adaptation (UDA) methods in medical image segmentation commonly utilize Generative Adversarial Networks (GANs) for domain translation. However, the translated images often exhibit a distribution deviation from the ideal due to the inherent instability of GANs, leading to challenges such as visual inconsistency and incorrect style, consequently causing the segmentation mo",https://europepmc.org/article/MED/39032395,"(TITLE:""domain shift"" OR TITLE:""domain adaptation"" OR TITLE:generalization OR TITLE:generalisation) AND (TITLE:ultrasound OR TITLE:""medical image"")"
lp_complications_outcomes,1,26368321,,10.1016/j.jalz.2015.08.003,Performance and complications of lumbar puncture in memory clinics: Results of the multicenter lumbar puncture feasibility study,Duits FH,Alzheimer's & dementia : the journal of the Alzheimer's Association,2016,"Research Support, Non-U.S. Gov't|Multicenter Study|Journal Article",N,N,,205,"<h4>Introduction</h4>Lumbar puncture (LP) is increasingly performed in memory clinics. We investigated patient-acceptance of LP, incidence of and risk factors for post-LP complications in memory clinic populations.<h4>Methods</h4>We prospectively enrolled 3868 patients (50% women, age 66 ± 11 years, mini mental state examination 25 ± 5) at 23 memory clinics. We used logistic regression analysis us",https://europepmc.org/article/MED/26368321,"(TITLE:""lumbar puncture"") AND (TITLE:complication* OR TITLE:""traumatic tap"" OR TITLE:headache OR TITLE:success)"
lp_complications_outcomes,2,9421542,,10.1016/s0733-8619(05)70368-6,Complications of lumbar puncture,Evans RW.,Neurologic clinics,1998,Historical Article|Portrait|Review|Journal Article,N,N,,182,"This article reviews historical aspects and the following complications of lumbar puncture: cerebral and spinal herniation, postdural puncture headache, cranial neuropathies, nerve root irritation, low back pain, stylet associated problems, infections, and bleeding complications. The incidence of postdural puncture headache can be greatly reduced by pointing the face of the bevel in the direction ",https://europepmc.org/article/MED/9421542,"(TITLE:""lumbar puncture"") AND (TITLE:complication* OR TITLE:""traumatic tap"" OR TITLE:headache OR TITLE:success)"
lp_complications_outcomes,3,17099089,PMC2660496,10.1136/pgmj.2006.044792,Post lumbar puncture headache: diagnosis and management,Ahmed SV,Postgraduate medical journal,2006,review-article|Review|Journal Article,N,Y,,155,"Lumbar puncture is a frequently performed procedure in medical emergencies and anaesthesia. Headache after lumbar puncture is a common occurrence (32%) and carries a considerable morbidity, with symptoms lasting for several days, at times severe enough to immobilize the patient. If untreated, it can result in serious complications such as subdural haematoma and seizures, which could be fatal. Cert",https://europepmc.org/article/MED/17099089,"(TITLE:""lumbar puncture"") AND (TITLE:complication* OR TITLE:""traumatic tap"" OR TITLE:headache OR TITLE:success)"
